age,workclass,education,educational.num,marital.status,race,gender,hours.per.week,income,Date_of_Joining
40,Private,HS-grad,9,Divorced,White,Female,40,<=50K,18-11-2013
41,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,28-06-2013
42,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K,31-07-2018
46,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K,20-08-2000
57,Private,Masters,14,Married-civ-spouse,White,Male,60,>50K,30-09-2004
23,Federal-gov,HS-grad,9,Never-married,White,Male,40,<=50K,11-02-2006
38,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,13-10-2017
19,Private,HS-grad,9,Never-married,White,Female,28,<=50K,24-11-2000
47,Self-emp-not-inc,Prof-school,15,Never-married,White,Male,40,>50K,06-06-2002
67,Private,Some-college,10,Married-civ-spouse,White,Male,24,>50K,02-01-2009
34,Private,HS-grad,9,Separated,White,Female,20,<=50K,10-06-2016
25,Private,Bachelors,13,Never-married,White,Male,40,<=50K,17-04-2001
32,Private,Some-college,10,Divorced,White,Female,38,<=50K,25-01-2015
49,State-gov,Doctorate,16,Never-married,White,Female,50,>50K,11-10-2014
32,Private,HS-grad,9,Married-civ-spouse,White,Female,20,<=50K,31-03-2009
36,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,21-08-2006
39,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,<=50K,28-05-2008
23,Private,Some-college,10,Never-married,Black,Female,30,<=50K,02-01-2014
39,Private,Some-college,10,Divorced,White,Male,38,<=50K,04-09-2017
27,Private,Some-college,10,Never-married,White,Female,40,<=50K,14-06-2015
22,Private,HS-grad,9,Never-married,White,Male,40,<=50K,27-01-2008
30,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K,26-09-2003
43,Self-emp-not-inc,9th,5,Married-civ-spouse,White,Male,40,<=50K,12-11-2017
45,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,30-07-2016
42,Local-gov,Masters,14,Never-married,White,Female,45,<=50K,19-04-2004
33,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K,04-08-2015
31,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,23-05-2004
76,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,15,<=50K,18-04-2012
41,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K,12-07-2017
52,Private,Some-college,10,Never-married,White,Male,37,>50K,13-11-2016
44,Private,Bachelors,13,Never-married,White,Female,70,<=50K,23-12-2013
17,Self-emp-inc,9th,5,Never-married,White,Female,40,<=50K,13-05-2017
32,Private,Masters,14,Never-married,White,Male,48,<=50K,13-10-2015
53,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,30,<=50K,06-10-2016
52,Private,9th,5,Married-civ-spouse,White,Male,60,>50K,16-04-2010
50,Private,Assoc-voc,11,Married-civ-spouse,White,Male,55,<=50K,18-10-2012
23,Private,HS-grad,9,Married-civ-spouse,White,Male,48,<=50K,23-08-2003
58,Private,12th,8,Divorced,Black,Male,45,>50K,19-05-2002
33,Private,HS-grad,9,Never-married,White,Male,40,<=50K,11-07-2000
56,Private,HS-grad,9,Divorced,White,Male,10,<=50K,16-11-2002
61,Private,7th-8th,4,Never-married,White,Male,48,<=50K,03-07-2007
23,Private,HS-grad,9,Never-married,White,Male,40,<=50K,05-12-2002
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,45,<=50K,11-09-2017
61,Self-emp-not-inc,Bachelors,13,Never-married,White,Female,50,>50K,25-03-2003
38,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K,22-08-2000
38,Private,11th,7,Never-married,Black,Female,40,<=50K,06-08-2007
27,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K,16-10-2016
38,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,38,<=50K,18-05-2005
64,Local-gov,HS-grad,9,Widowed,White,Female,40,<=50K,12-02-2018
32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,02-09-2012
19,Private,Some-college,10,Never-married,White,Male,30,<=50K,08-07-2005
41,Local-gov,Bachelors,13,Separated,Black,Female,40,<=50K,04-05-2004
18,Private,11th,7,Never-married,White,Male,24,<=50K,15-02-2002
34,Private,Bachelors,13,Never-married,White,Female,50,<=50K,26-04-2018
66,Private,HS-grad,9,Widowed,White,Female,40,>50K,24-12-2017
41,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K,25-03-2007
38,Private,HS-grad,9,Married-civ-spouse,White,Female,40,<=50K,29-12-2018
44,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,08-03-2002
40,Private,Bachelors,13,Married-civ-spouse,White,Female,40,>50K,08-08-2012
57,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,03-02-2012
56,Local-gov,Masters,14,Widowed,White,Female,40,<=50K,21-04-2012
37,Private,11th,7,Separated,Black,Female,40,<=50K,24-04-2004
60,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K,13-09-2015
25,Private,Some-college,10,Married-spouse-absent,White,Female,22,<=50K,01-08-2008
31,Self-emp-not-inc,9th,5,Married-civ-spouse,White,Male,60,<=50K,23-06-2015
18,Private,11th,7,Never-married,White,Female,24,<=50K,08-01-2005
37,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K,19-02-2011
41,Private,Bachelors,13,Married-civ-spouse,White,Female,25,>50K,18-04-2003
26,Private,Masters,14,Never-married,White,Male,38,<=50K,01-11-2011
19,Private,HS-grad,9,Never-married,White,Male,30,<=50K,10-05-2012
18,Private,Some-college,10,Never-married,Black,Female,15,<=50K,16-02-2018
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,75,>50K,05-10-2013
20,Private,HS-grad,9,Never-married,White,Male,40,<=50K,05-04-2015
48,Private,HS-grad,9,Divorced,Black,Female,40,<=50K,05-09-2018
39,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K,04-07-2011
53,Private,Some-college,10,Separated,White,Male,45,>50K,08-01-2011
35,Private,HS-grad,9,Divorced,White,Male,25,<=50K,07-04-2001
53,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,>50K,04-12-2004
41,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K,27-03-2010
45,Private,Some-college,10,Divorced,White,Female,48,<=50K,07-07-2016
41,Private,Some-college,10,Never-married,White,Male,40,<=50K,04-02-2000
42,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K,21-03-2009
44,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50,>50K,16-01-2015
41,Private,Masters,14,Never-married,White,Female,40,<=50K,17-05-2011
42,Private,Assoc-voc,11,Married-civ-spouse,White,Male,30,<=50K,30-03-2004
65,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,16,<=50K,24-06-2010
19,Private,9th,5,Never-married,White,Male,40,<=50K,29-09-2014
38,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,56,<=50K,20-12-2005
74,Private,5th-6th,3,Married-civ-spouse,Black,Male,40,<=50K,17-08-2010
21,Private,Some-college,10,Never-married,White,Female,40,<=50K,09-05-2004
51,Local-gov,Some-college,10,Married-civ-spouse,Black,Male,40,>50K,28-10-2013
28,Self-emp-not-inc,11th,7,Never-married,White,Male,40,<=50K,23-11-2010
43,Private,Prof-school,15,Divorced,White,Female,35,>50K,09-02-2013
45,State-gov,Assoc-voc,11,Divorced,White,Female,40,<=50K,19-02-2006
35,Private,Bachelors,13,Divorced,White,Female,40,<=50K,26-08-2002
50,Private,Some-college,10,Divorced,White,Female,40,<=50K,04-11-2000
34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,70,>50K,20-04-2001
27,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,28-09-2001
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K,09-05-2002
32,Private,Bachelors,13,Divorced,White,Male,45,<=50K,29-05-2016
48,Private,9th,5,Divorced,White,Male,40,<=50K,12-08-2009
45,Private,Assoc-acdm,12,Divorced,White,Female,43,<=50K,12-12-2010
37,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,>50K,18-12-2000
48,Private,HS-grad,9,Married-civ-spouse,White,Male,55,>50K,11-01-2018
36,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,48,>50K,10-07-2015
22,Private,Bachelors,13,Never-married,White,Female,40,<=50K,08-02-2009
33,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,09-11-2012
21,Private,Assoc-voc,11,Never-married,White,Female,40,<=50K,08-06-2014
31,Private,Bachelors,13,Never-married,White,Male,52,<=50K,26-07-2006
46,Private,Assoc-acdm,12,Never-married,White,Female,33,<=50K,19-03-2005
23,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,40,<=50K,18-07-2005
36,Private,5th-6th,3,Married-civ-spouse,White,Male,40,>50K,19-06-2010
23,Private,Assoc-voc,11,Married-civ-spouse,White,Female,30,<=50K,02-10-2003
21,Private,11th,7,Never-married,White,Female,35,<=50K,04-09-2016
26,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,35,<=50K,27-07-2010
30,Private,Masters,14,Never-married,White,Female,40,<=50K,15-09-2010
31,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,<=50K,24-02-2008
23,Private,Some-college,10,Never-married,White,Male,40,<=50K,15-09-2018
27,Private,Bachelors,13,Married-civ-spouse,White,Male,30,<=50K,07-02-2008
21,Private,Some-college,10,Never-married,White,Male,40,<=50K,07-08-2004
59,Private,Assoc-voc,11,Divorced,White,Female,40,<=50K,10-01-2010
42,Private,10th,6,Married-civ-spouse,White,Male,40,<=50K,04-03-2018
74,Self-emp-not-inc,Bachelors,13,Widowed,White,Male,8,>50K,08-01-2006
46,State-gov,Bachelors,13,Married-civ-spouse,White,Male,37,<=50K,18-06-2005
17,Private,10th,6,Never-married,White,Male,40,<=50K,11-12-2011
37,Private,Masters,14,Married-civ-spouse,White,Male,50,>50K,22-11-2013
21,Private,HS-grad,9,Never-married,White,Male,44,<=50K,23-06-2013
43,Private,HS-grad,9,Never-married,White,Male,40,<=50K,03-11-2000
30,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K,10-09-2008
43,Private,Bachelors,13,Divorced,White,Female,40,<=50K,27-06-2002
43,Private,HS-grad,9,Never-married,Black,Female,96,<=50K,27-02-2017
41,Private,Assoc-voc,11,Married-civ-spouse,White,Female,38,>50K,27-08-2003
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,44,<=50K,08-05-2011
34,Private,Some-college,10,Married-civ-spouse,White,Male,50,>50K,18-07-2009
21,Private,Some-college,10,Never-married,Black,Male,25,<=50K,19-04-2015
38,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,04-05-2014
50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,60,<=50K,06-01-2016
42,State-gov,Some-college,10,Married-civ-spouse,White,Male,45,<=50K,06-10-2000
34,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K,02-05-2007
43,Private,Assoc-voc,11,Divorced,White,Female,40,<=50K,29-11-2012
43,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,22-09-2015
46,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,>50K,08-02-2018
64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,20,<=50K,14-01-2007
60,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K,25-03-2010
28,Private,Some-college,10,Widowed,White,Male,60,<=50K,07-05-2001
54,Private,11th,7,Divorced,White,Female,50,>50K,06-07-2016
56,Private,HS-grad,9,Never-married,White,Male,50,>50K,22-05-2002
44,Private,Some-college,10,Divorced,White,Male,55,<=50K,21-04-2009
37,Private,HS-grad,9,Married-civ-spouse,White,Male,45,>50K,04-02-2005
47,Private,10th,6,Married-civ-spouse,White,Male,46,>50K,08-01-2001
40,Private,Bachelors,13,Never-married,White,Female,40,<=50K,01-05-2011
47,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K,11-08-2014
35,Private,Prof-school,15,Married-civ-spouse,White,Male,60,>50K,27-03-2001
21,Private,HS-grad,9,Never-married,White,Male,50,<=50K,24-11-2012
45,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,05-08-2005
47,Private,Bachelors,13,Never-married,Black,Female,45,<=50K,08-07-2013
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,White,Male,55,>50K,01-02-2006
48,Private,HS-grad,9,Divorced,White,Female,37,>50K,13-07-2000
40,Private,Assoc-voc,11,Separated,Black,Male,44,<=50K,06-08-2008
18,Private,12th,8,Never-married,White,Male,35,<=50K,30-12-2008
22,Federal-gov,Some-college,10,Never-married,White,Male,20,<=50K,23-06-2008
37,Private,HS-grad,9,Never-married,White,Female,37,<=50K,19-07-2009
56,Private,Bachelors,13,Widowed,White,Female,40,<=50K,27-07-2001
37,Private,HS-grad,9,Married-civ-spouse,White,Male,15,<=50K,27-03-2008
31,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,53,<=50K,22-02-2000
48,Local-gov,Masters,14,Never-married,White,Female,52,<=50K,09-12-2002
25,Local-gov,Bachelors,13,Never-married,White,Female,35,<=50K,16-12-2013
36,Private,HS-grad,9,Married-civ-spouse,White,Female,35,>50K,12-04-2012
22,Private,HS-grad,9,Never-married,White,Male,20,<=50K,23-03-2018
44,Private,Masters,14,Married-civ-spouse,White,Male,40,>50K,17-04-2018
45,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K,09-09-2015
59,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K,20-04-2003
57,Local-gov,Bachelors,13,Divorced,White,Male,40,<=50K,29-11-2001
36,Private,HS-grad,9,Divorced,White,Male,45,>50K,19-08-2006
49,State-gov,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,11-08-2003
28,State-gov,Bachelors,13,Married-civ-spouse,White,Male,20,<=50K,17-05-2016
40,Private,Bachelors,13,Divorced,White,Female,38,<=50K,07-08-2007
23,Private,Bachelors,13,Never-married,Black,Male,24,<=50K,14-04-2016
21,Private,HS-grad,9,Never-married,White,Male,35,<=50K,26-06-2007
49,Self-emp-inc,Some-college,10,Divorced,White,Female,40,<=50K,18-02-2016
47,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K,25-04-2005
31,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K,23-12-2001
53,Private,HS-grad,9,Separated,Black,Female,40,<=50K,21-01-2005
28,Private,HS-grad,9,Never-married,White,Male,40,<=50K,16-10-2004
34,Private,Doctorate,16,Never-married,White,Male,50,>50K,03-03-2010
38,Private,Assoc-voc,11,Married-civ-spouse,White,Male,70,<=50K,16-08-2001
24,Private,11th,7,Never-married,White,Female,36,<=50K,13-11-2000
59,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K,28-07-2018
40,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,20-01-2016
44,State-gov,Bachelors,13,Never-married,Asian-Pac-Islander,Female,38,<=50K,07-11-2001
29,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,08-04-2000
24,Private,Assoc-voc,11,Never-married,White,Female,35,<=50K,11-12-2007
50,Private,HS-grad,9,Married-civ-spouse,White,Female,40,<=50K,19-12-2000
38,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,50,>50K,28-08-2009
57,Private,10th,6,Divorced,White,Male,40,<=50K,26-08-2017
41,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,99,>50K,08-07-2006
31,Private,HS-grad,9,Divorced,White,Female,40,<=50K,26-04-2000
18,Private,11th,7,Never-married,White,Female,9,<=50K,18-09-2006
44,Federal-gov,Masters,14,Never-married,White,Female,40,<=50K,19-04-2002
53,Private,5th-6th,3,Married-civ-spouse,White,Male,10,>50K,06-06-2012
39,Private,5th-6th,3,Married-civ-spouse,White,Male,40,<=50K,22-01-2017
34,Local-gov,Bachelors,13,Divorced,White,Female,40,<=50K,28-08-2008
57,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K,24-10-2015
41,Private,Assoc-voc,11,Married-civ-spouse,White,Male,55,<=50K,03-10-2012
33,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,02-08-2003
52,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,15-03-2009
36,Private,Bachelors,13,Married-civ-spouse,White,Male,55,>50K,16-03-2012
70,Self-emp-not-inc,11th,7,Married-civ-spouse,White,Male,40,<=50K,15-10-2010
30,State-gov,Bachelors,13,Married-spouse-absent,White,Male,40,<=50K,20-07-2013
44,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K,19-02-2017
37,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,23-04-2015
23,Private,Some-college,10,Never-married,Asian-Pac-Islander,Female,23,<=50K,22-12-2010
20,Private,HS-grad,9,Never-married,Other,Male,40,<=50K,01-06-2003
18,Private,Some-college,10,Never-married,White,Male,40,<=50K,15-07-2001
19,Private,HS-grad,9,Never-married,White,Male,36,<=50K,13-04-2018
44,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,28-12-2011
36,Private,Bachelors,13,Married-civ-spouse,White,Male,55,<=50K,06-05-2002
52,Private,HS-grad,9,Married-civ-spouse,White,Male,55,<=50K,17-06-2013
33,Private,Assoc-voc,11,Separated,Black,Female,50,<=50K,09-05-2009
64,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,40,>50K,16-08-2014
57,Private,5th-6th,3,Married-civ-spouse,White,Male,40,<=50K,05-04-2017
24,Private,Masters,14,Never-married,White,Female,40,<=50K,25-09-2008
22,Private,Some-college,10,Never-married,White,Male,40,<=50K,17-11-2010
25,Private,Some-college,10,Never-married,White,Female,65,<=50K,23-11-2006
43,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,75,<=50K,27-06-2008
47,Private,HS-grad,9,Married-civ-spouse,White,Male,52,<=50K,17-04-2000
22,Private,Assoc-voc,11,Never-married,White,Female,40,<=50K,13-05-2016
36,Private,Bachelors,13,Separated,Black,Female,35,<=50K,11-09-2001
37,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,<=50K,28-02-2017
40,Local-gov,Prof-school,15,Separated,Black,Female,40,<=50K,07-07-2015
20,Private,9th,5,Never-married,Black,Female,20,<=50K,24-10-2002
60,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,26-06-2002
45,Private,Bachelors,13,Divorced,Asian-Pac-Islander,Female,40,<=50K,13-02-2017
55,Private,HS-grad,9,Divorced,White,Female,60,<=50K,01-05-2002
32,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,White,Male,45,>50K,10-04-2006
23,Private,Assoc-voc,11,Never-married,White,Female,40,<=50K,08-06-2013
22,Private,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K,17-08-2001
39,Federal-gov,Bachelors,13,Divorced,Black,Female,40,<=50K,06-05-2009
50,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K,16-06-2004
33,Private,HS-grad,9,Never-married,White,Male,30,<=50K,18-06-2001
54,Private,Some-college,10,Divorced,White,Female,48,<=50K,03-02-2005
39,Local-gov,Assoc-voc,11,Married-civ-spouse,White,Male,48,>50K,26-12-2014
29,Private,Bachelors,13,Never-married,White,Female,50,>50K,15-08-2016
44,Private,Bachelors,13,Divorced,White,Female,75,<=50K,12-04-2018
35,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,40,>50K,27-10-2010
57,Private,9th,5,Married-civ-spouse,Black,Male,55,>50K,23-03-2014
22,Private,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K,01-11-2005
51,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,13-02-2018
35,Federal-gov,HS-grad,9,Never-married,White,Male,40,<=50K,17-05-2001
30,Private,Bachelors,13,Never-married,Black,Male,50,>50K,21-12-2009
29,Private,Masters,14,Never-married,White,Female,45,<=50K,24-05-2010
51,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,40,>50K,07-05-2005
41,Private,1st-4th,2,Married-civ-spouse,White,Male,50,<=50K,20-03-2001
45,Private,1st-4th,2,Never-married,Asian-Pac-Islander,Female,40,<=50K,02-09-2010
39,Private,HS-grad,9,Never-married,White,Female,40,<=50K,05-02-2008
21,Private,Some-college,10,Never-married,White,Female,40,<=50K,13-03-2001
19,Private,HS-grad,9,Never-married,White,Male,40,<=50K,15-06-2011
62,Federal-gov,HS-grad,9,Widowed,White,Female,36,<=50K,31-08-2011
60,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K,17-11-2014
31,State-gov,Some-college,10,Never-married,White,Female,65,<=50K,04-01-2003
38,Federal-gov,12th,8,Married-civ-spouse,White,Male,56,>50K,13-08-2010
60,Private,1st-4th,2,Divorced,Other,Male,38,<=50K,14-12-2010
34,Self-emp-inc,Bachelors,13,Never-married,White,Male,50,<=50K,29-04-2007
32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,06-07-2006
35,Private,Some-college,10,Never-married,Black,Male,40,<=50K,19-09-2009
48,Self-emp-not-inc,12th,8,Widowed,Asian-Pac-Islander,Female,40,<=50K,28-04-2004
42,Private,Doctorate,16,Married-civ-spouse,White,Male,45,>50K,23-12-2011
38,Private,Bachelors,13,Never-married,White,Female,35,<=50K,04-01-2010
54,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K,03-11-2006
38,Self-emp-inc,HS-grad,9,Divorced,White,Male,40,<=50K,19-01-2007
31,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K,24-07-2008
36,Self-emp-not-inc,10th,6,Married-civ-spouse,White,Male,60,<=50K,26-11-2007
40,Private,Bachelors,13,Married-civ-spouse,White,Male,60,>50K,14-05-2004
26,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K,09-11-2016
27,Private,Some-college,10,Never-married,White,Female,40,<=50K,02-04-2015
21,Private,Some-college,10,Never-married,Asian-Pac-Islander,Female,15,<=50K,22-03-2008
44,Federal-gov,Bachelors,13,Divorced,Black,Female,40,<=50K,14-06-2012
22,Private,HS-grad,9,Never-married,White,Female,28,<=50K,11-05-2012
36,Private,Some-college,10,Divorced,Other,Male,40,<=50K,09-01-2011
38,Private,Bachelors,13,Divorced,Black,Female,45,>50K,22-08-2018
23,Private,Bachelors,13,Never-married,White,Male,40,<=50K,24-08-2011
29,Private,Some-college,10,Never-married,Other,Male,40,<=50K,03-09-2002
58,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Female,40,>50K,08-04-2004
32,Private,HS-grad,9,Separated,White,Female,40,<=50K,01-05-2018
61,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K,09-11-2002
19,Private,HS-grad,9,Never-married,White,Female,35,<=50K,01-05-2001
56,Private,Masters,14,Married-civ-spouse,White,Male,50,>50K,24-05-2015
53,Private,Bachelors,13,Widowed,White,Female,28,<=50K,09-11-2000
38,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,>50K,28-08-2000
56,Local-gov,Some-college,10,Married-civ-spouse,White,Male,99,<=50K,29-06-2004
51,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,40,<=50K,08-09-2015
